Orthogroup	ahos	apis
OG0004852	ahos|F4B943	
OG0004853	ahos|F4B446	
OG0004854	ahos|F4B9P6	
OG0004855	ahos|F4B4A5	
OG0004856	ahos|F4B4L9	
OG0004857	ahos|F4B400	
OG0004858	ahos|F4B5Z5	
OG0004859	ahos|F4B7Y5	
OG0004860	ahos|F4B7A5	
OG0004861	ahos|F4B5P6	
OG0004862	ahos|F4B5J2	
OG0004863	ahos|F4B4U2	
OG0004864	ahos|F4B4H2	
OG0004865	ahos|F4B8R1	
OG0004866	ahos|F4B464	
OG0004867	ahos|F4B8Z9	
OG0004868	ahos|F4B987	
OG0004869	ahos|F4B996	
OG0004870	ahos|F4B5E9	
OG0004871	ahos|F4B950	
OG0004872	ahos|F4B4T7	
OG0004873	ahos|F4B9Q2	
OG0004874	ahos|F4B7P7	
OG0004875	ahos|F4BA47	
OG0004876	ahos|F4B405	
OG0004877	ahos|F4B6B9	
OG0004878	ahos|F4B7G8	
OG0004879	ahos|F4B483	
OG0004880	ahos|F4B842	
OG0004881	ahos|F4B8Y6	
OG0004882	ahos|F4B8R8	
OG0004883	ahos|F4B787	
OG0004884	ahos|F4B8S1	
OG0004885	ahos|F4B8H5	
OG0004886	ahos|F4B7E3	
OG0004887	ahos|F4B4M6	
OG0004888	ahos|F4B7T2	
OG0004889	ahos|F4B8G2	
OG0004890	ahos|F4B7N9	
OG0004891	ahos|F4B6K8	
OG0004892	ahos|F4B6D2	
OG0004893	ahos|F4BA39	
OG0004894	ahos|F4B8V8	
OG0004895	ahos|F4B8M4	
OG0004896	ahos|F4B8L5	
OG0004897	ahos|F4B4Q0	
OG0004898	ahos|F4B9F0	
OG0004899	ahos|F4B7Z6	
OG0004900	ahos|F4B712	
OG0004901	ahos|F4B7I8	
OG0004902	ahos|F4B3U5	
OG0004903	ahos|F4B6S8	
OG0004904	ahos|F4B6Q6	
OG0004905	ahos|F4B6R1	
OG0004906	ahos|F4B3N3	
OG0004907	ahos|F4B690	
OG0004908	ahos|F4B8F8	
OG0004909	ahos|F4B9W4	
OG0004910	ahos|F4B6W8	
OG0004911	ahos|F4B7H6	
OG0004912	ahos|F4B3M4	
OG0004913	ahos|F4B9V1	
OG0004914	ahos|F4BA02	
OG0004915	ahos|F4B6G0	
OG0004916	ahos|F4B6S0	
OG0004917	ahos|F4B726	
OG0004918	ahos|F4B452	
OG0004919	ahos|F4B600	
OG0004920	ahos|F4B4I2	
OG0004921	ahos|F4B6L0	
OG0004922	ahos|F4B8N5	
OG0004923	ahos|F4B9Q9	
OG0004924	ahos|F4B9W6	
OG0004925	ahos|F4B865	
OG0004926	ahos|F4B6M4	
OG0004927	ahos|F4BA85	
OG0004928	ahos|F4B428	
OG0004929	ahos|F4B9R7	
OG0004930	ahos|F4B423	
OG0004931	ahos|F4B9N4	
OG0004932	ahos|F4B6X3	
OG0004933	ahos|F4B457	
OG0004934	ahos|F4B7I1	
OG0004935	ahos|F4B756	
OG0004936	ahos|F4B5Z2	
OG0004937	ahos|F4B6G3	
OG0004938	ahos|F4B6L1	
OG0004939	ahos|F4B3R5	
OG0004940	ahos|F4B3T8	
OG0004941	ahos|F4B8U7	
OG0004942	ahos|F4B5L5	
OG0004943	ahos|F4B8I7	
OG0004944	ahos|F4B3Z4	
OG0004945	ahos|F4B550	
OG0004946	ahos|F4B685	
OG0004947	ahos|F4B9M0	
OG0004948	ahos|F4B8J6	
OG0004949	ahos|F4B9Y9	
OG0004950	ahos|F4BA68	
OG0004951	ahos|F4B627	
OG0004952	ahos|F4B4A2	
OG0004953	ahos|F4B4X2	
OG0004954	ahos|F4B5B0	
OG0004955	ahos|F4B5U9	
OG0004956	ahos|F4B9Y4	
OG0004957	ahos|F4B593	
OG0004958	ahos|F4B9K6	
OG0004959	ahos|F4B5R0	
OG0004960	ahos|F4B7Y2	
OG0004961	ahos|F4B939	
OG0004962	ahos|F4B9H0	
OG0004963	ahos|F4B872	
OG0004964	ahos|F4B947	
OG0004965	ahos|F4B5S7	
OG0004966	ahos|F4B3R2	
OG0004967	ahos|F4B9U8	
OG0004968	ahos|F4B5J5	
OG0004969	ahos|F4B9W2	
OG0004970	ahos|F4B6F1	
OG0004971	ahos|F4B8R5	
OG0004972	ahos|F4BA32	
OG0004973	ahos|F4B3S2	
OG0004974	ahos|F4B5G8	
OG0004975	ahos|F4B443	
OG0004976	ahos|F4B967	
OG0004977	ahos|F4BA14	
OG0004978	ahos|F4B7Q4	
OG0004979	ahos|F4B8S9	
OG0004980	ahos|F4BA43	
OG0004981	ahos|F4BA55	
OG0004982	ahos|F4B4U7	
OG0004983	ahos|F4BA07	
OG0004984	ahos|F4B820	
OG0004985	ahos|F4B904	
OG0004986	ahos|F4B5P1	
OG0004987	ahos|F4B673	
OG0004988	ahos|F4B8G5	
OG0004989	ahos|F4B7B5	
OG0004990	ahos|F4B5P5	
OG0004991	ahos|F4B487	
OG0004992	ahos|F4B9F4	
OG0004993	ahos|F4B6P4	
OG0004994	ahos|F4B8S4	
OG0004995	ahos|F4B7H0	
OG0004996	ahos|F4B9P3	
OG0004997	ahos|F4B8V2	
OG0004998	ahos|F4B5P9	
OG0004999	ahos|F4B3X1	
OG0005000	ahos|F4B583	
OG0005001	ahos|F4B515	
OG0005002	ahos|F4B8I6	
OG0005003	ahos|F4B3Q7	
OG0005004	ahos|F4B3Q2	
OG0005005	ahos|F4B4U9	
OG0005006	ahos|F4B4S2	
OG0005007	ahos|F4B8U8	
OG0005008	ahos|F4BA35	
OG0005009	ahos|F4B6W7	
OG0005010	ahos|F4B7W9	
OG0005011	ahos|F4B434	
OG0005012	ahos|F4B716	
OG0005013	ahos|F4B4K3	
OG0005014	ahos|F4B618	
OG0005015	ahos|F4B960	
OG0005016	ahos|F4B8V9	
OG0005017	ahos|F4B6D6	
OG0005018	ahos|F4B4S7	
OG0005019	ahos|F4B7R8	
OG0005020	ahos|F4B4P5	
OG0005021	ahos|F4B7C8	
OG0005022	ahos|F4B8V5	
OG0005023	ahos|F4B3S9	
OG0005024	ahos|F4B7V1	
OG0005025	ahos|F4B5D5	
OG0005026	ahos|F4B9H3	
OG0005027	ahos|F4B4J3	
OG0005028	ahos|F4B8F9	
OG0005029	ahos|F4B9Z1	
OG0005030	ahos|F4B901	
OG0005031	ahos|F4B9S0	
OG0005032	ahos|F4B9J3	
OG0005033	ahos|F4BA71	
OG0005034	ahos|F4B5Y2	
OG0005035	ahos|F4B4M2	
OG0005036	ahos|F4B637	
OG0005037	ahos|F4B4C3	
OG0005038	ahos|F4B5C1	
OG0005039	ahos|F4B9Z7	
OG0005040	ahos|F4B5K2	
OG0005041	ahos|F4B5Z6	
OG0005042	ahos|F4B3V3	
OG0005043	ahos|F4B5E3	
OG0005044	ahos|F4B3Q5	
OG0005045	ahos|F4B8D8	
OG0005046	ahos|F4B3K8	
OG0005047	ahos|F4B9I0	
OG0005048	ahos|F4B7G5	
OG0005049	ahos|F4B628	
OG0005050	ahos|F4B6T7	
OG0005051	ahos|F4B7P3	
OG0005052	ahos|F4B9D7	
OG0005053	ahos|F4B7P0	
OG0005054	ahos|F4B9V6	
OG0005055	ahos|F4B713	
OG0005056	ahos|F4B3Y6	
OG0005057	ahos|F4B984	
OG0005058	ahos|F4B4F1	
OG0005059	ahos|F4B5U5	
OG0005060	ahos|F4BA78	
OG0005061	ahos|F4B3Z1	
OG0005062	ahos|F4B426	
OG0005063	ahos|F4B5Y6	
OG0005064	ahos|F4B8J2	
OG0005065	ahos|F4B5M2	
OG0005066	ahos|F4B6U7	
OG0005067	ahos|F4B456	
OG0005068	ahos|F4B6Q1	
OG0005069	ahos|F4B8C7	
OG0005070	ahos|F4B6X9	
OG0005071	ahos|F4B5E5	
OG0005072	ahos|F4B7D9	
OG0005073	ahos|F4B654	
OG0005074	ahos|F4B8T8	
OG0005075	ahos|F4B7J1	
OG0005076	ahos|F4B7J2	
OG0005077	ahos|F4B611	
OG0005078		apis|A0A8R2H809
OG0005079		apis|A0A8R2F6U8
OG0005080		apis|C4WUT3
OG0005081		apis|A0A8R2B6M6
OG0005082		apis|A0A8R1W2T6
OG0005083		apis|A0A8R2BAP5
OG0005084		apis|A0A8R2B1E4
OG0005085		apis|A0A8R2D2B2
OG0005086		apis|A0A8R1VYS1
OG0005087		apis|A0A8R2D267
OG0005088		apis|A0A8R2A596
OG0005089		apis|C4WTR8
OG0005090		apis|A0A8R2D229
OG0005091		apis|A0A8R2A677
OG0005092		apis|A0A8R2F744
OG0005093		apis|C4WRT4
OG0005094		apis|A0A8R2H943
OG0005095		apis|A0A8R2A204
OG0005096		apis|A0A8R2A4W6
OG0005097		apis|C4WYG0
OG0005098		apis|C4WRR0
OG0005099		apis|A0A8R2B403
OG0005100		apis|A0A8R1W550
OG0005101		apis|A0A8R2D3S5
OG0005102		apis|A0A8R1W3L4
OG0005103		apis|B7TYB8
OG0005104		apis|A0A8R1W3R5
OG0005105		apis|A0A8R2A3R1
OG0005106		apis|C4WTL6
OG0005107		apis|A0A8R2B9D4
OG0005108		apis|A0A8R2D751
OG0005109		apis|A0A8R2AD96
OG0005110		apis|A0A8R1W5Y8
OG0005111		apis|A0A8R2F8T0
OG0005112		apis|A0A8R1W0P2
OG0005113		apis|A0A8R2A8Y7
OG0005114		apis|A0A8R2F7Y9
OG0005115		apis|A0A8R2A6Q6
OG0005116		apis|A0A8R1W9C2
OG0005117		apis|A0A8R2AAK1
OG0005118		apis|A0A8R2FC92
OG0005119		apis|A0A8R2NMS3
OG0005120		apis|A0A8R2B6K2
OG0005121		apis|A0A8R2JU75
OG0005122		apis|A0A8R2JLZ6
OG0005123		apis|A0A8R2JSS5
OG0005124		apis|A0A8R2AAK6
OG0005125		apis|A0A8R2A180
OG0005126		apis|A0A8R2NQN6
OG0005127		apis|A0A8R2JM73
OG0005128		apis|A0A8R1W5S3
OG0005129		apis|A0A8R2A0X3
OG0005130		apis|A0A8R2A6W8
OG0005131		apis|A0A8R2A703
OG0005132		apis|A0A8R1W321
OG0005133		apis|A0A8R2JX01
OG0005134		apis|A0A8R2A8Q3
OG0005135		apis|A0A8R2A7M9
OG0005136		apis|A0A8R2A9Z5
OG0005137		apis|A0A8R2HC84
OG0005138		apis|A0A8R2AC91
OG0005139		apis|C4WVY4
OG0005140		apis|A0A8R2B9T4
OG0005141		apis|A0A8R1W5J2
OG0005142		apis|A0A8R2B4G9
OG0005143		apis|A0A8R2JNB1
OG0005144		apis|A0A8R1W9P4
OG0005145		apis|A0A8R2A8F1
OG0005146		apis|A0A8R2JUR3
OG0005147		apis|A0A8R1VYB1
OG0005148		apis|C4WXA7
OG0005149		apis|A0A8R2AAL2
OG0005150		apis|A0A8R2A5Z7
OG0005151		apis|A0A8R2A6L2
OG0005152		apis|C4WU09
OG0005153		apis|A0A8R1ZYU8
OG0005154		apis|A0A8R2A574
OG0005155		apis|A0A8R1W4P4
OG0005156		apis|A0A8R2JUH3
OG0005157		apis|A0A8R1X1L5
OG0005158		apis|C4WVH8
OG0005159		apis|A0A8R2HC76
OG0005160		apis|A0A8R2D7B9
OG0005161		apis|C4WW37
OG0005162		apis|A0A8R2NTC1
OG0005163		apis|A0A8R2A2I8
OG0005164		apis|A0A8R1W145
OG0005165		apis|A0A8R2A9R7
OG0005166		apis|C4WVN0
OG0005167		apis|A0A8R2B7J0
OG0005168		apis|A0A8R1W087
OG0005169		apis|A0A8R2A827
OG0005170		apis|C4WSI6
OG0005171		apis|A0A8R1WYL4
OG0005172		apis|C4WXM7
OG0005173		apis|C4WWU6
OG0005174		apis|A0A8R2JX08
OG0005175		apis|A0A8R2D723
OG0005176		apis|A0A8R2AYY2
OG0005177		apis|A0A8R1VY84
OG0005178		apis|C4WRU8
OG0005179		apis|A0A8R2AAW0
OG0005180		apis|A0A8R2D718
OG0005181		apis|A0A8R2NTK6
OG0005182		apis|A0A8R2A467
OG0005183		apis|A0A8R2AB93
OG0005184		apis|A0A8R2B9Y1
OG0005185		apis|A0A8R2NQ93
OG0005186		apis|A0A8R2H5A7
OG0005187		apis|A0A8R2D139
OG0005188		apis|A0A8R2NL19
OG0005189		apis|A0A8R2AHS0
OG0005190		apis|A0A8R2AED6
OG0005191		apis|A0A8R2AA51
OG0005192		apis|A0A8R2JSB0
OG0005193		apis|A0A8R1W301
OG0005194		apis|A0A8R1W7W8
OG0005195		apis|A0A8R2FAY6
OG0005196		apis|C4WS83
OG0005197		apis|A0A8R1W6T0
OG0005198		apis|A0A8R2A660
OG0005199		apis|A0A8R2B8J2
OG0005200		apis|C4WY43
OG0005201		apis|A0A8R2NV26
OG0005202		apis|A0A8R2AG17
OG0005203		apis|A0A8R2D7N2
OG0005204		apis|A0A8R1XGS4
OG0005205		apis|A0A8R2NNB4
OG0005206		apis|A0A8R2D1K9
OG0005207		apis|C4WVF6
OG0005208		apis|A0A8R2JTY9
OG0005209		apis|A0A8R2H446
OG0005210		apis|C4WWV8
OG0005211		apis|A0A8R2NSV2
OG0005212		apis|A0A8R1W3C5
OG0005213		apis|A0A8R2H9Z2
OG0005214		apis|A0A8R2B559
OG0005215		apis|A0A8R2NKL5
OG0005216		apis|A0A8R2ABS3
OG0005217		apis|A0A8R2A801
OG0005218		apis|A0A8R2D6Z1
OG0005219		apis|A0A8R1W7I9
OG0005220		apis|C4WS93
OG0005221		apis|C4WVJ6
OG0005222		apis|C4WUG5
OG0005223		apis|A0A8R2JUF5
OG0005224		apis|A0A8R1VZN3
OG0005225		apis|J9KXW2
OG0005226		apis|A0A8R2H551
OG0005227		apis|A0A8R2A866
OG0005228		apis|C4WWZ4
OG0005229		apis|A0A8R2A936
OG0005230		apis|A0A8R2D708
OG0005231		apis|C4WWQ6
OG0005232		apis|A0A8R2D8E4
OG0005233		apis|A0A8R2D8T0
OG0005234		apis|C4WUK1
OG0005235		apis|A0A8R2D808
OG0005236		apis|A0A8R2H8H0
OG0005237		apis|A0A8R2ACT0
OG0005238		apis|A0A8R2AHY2
OG0005239		apis|A0A8R1X1B1
OG0005240		apis|A0A8R2H468
OG0005241		apis|A0A8R2A4L8
OG0005242		apis|A0A8R2NRS8
OG0005243		apis|A0A8R2F7T8
OG0005244		apis|A0A8R2F7C0
OG0005245		apis|A0A8R1W316
OG0005246		apis|A0A8R2B2Q9
OG0005247		apis|C4WVL9
OG0005248		apis|A0A8R2B714
OG0005249		apis|A0A8R1W3U3
OG0005250		apis|C4WXX4
OG0005251		apis|A0A8R2B4J5
OG0005252		apis|C4WRI3
OG0005253		apis|A0A8R2NU87
OG0005254		apis|A0A8R2ACD1
OG0005255		apis|A0A8R2A0K4
OG0005256		apis|A0A8R2H519
OG0005257		apis|A0A8R2H896
OG0005258		apis|A0A8R1W211
OG0005259		apis|A0A8R2A619
OG0005260		apis|A0A8R2A7Z6
OG0005261		apis|A0A8R2H660
OG0005262		apis|A0A8R2ACK5
OG0005263		apis|A0A8R2FA61
OG0005264		apis|A0A8R2A4M8
OG0005265		apis|A0A8R1W0H1
OG0005266		apis|A0A8R2B3W1
OG0005267		apis|A0A8R2A8T9
OG0005268		apis|C4WVK7
OG0005269		apis|A0A8R1TGS3
OG0005270		apis|A0A8R1TDF8
OG0005271		apis|C4WT50
OG0005272		apis|A0A8R1W132
OG0005273		apis|A0A8R2B4V5
OG0005274		apis|A0A8R2FC99
OG0005275		apis|C4WVH3
OG0005276		apis|A0A8R1W877
OG0005277		apis|A0A8R2H8G7
OG0005278		apis|A0A8R1W298
OG0005279		apis|A0A8R2A9N6
OG0005280		apis|A0A8R1XNA5
OG0005281		apis|A0A8R2A851
OG0005282		apis|C4WW97
OG0005283		apis|C4WVW2
OG0005284		apis|A0A8R2AA74
OG0005285		apis|A0A8R2NK75
OG0005286		apis|A0A8R2B5W4
OG0005287		apis|C4WX51
OG0005288		apis|C4WSJ8
OG0005289		apis|A0A8R2B5Z1
OG0005290		apis|A0A8R2D774
OG0005291		apis|A0A8R1W123
OG0005292		apis|A0A8R1VZ98
OG0005293		apis|A0A8R2F9A8
OG0005294		apis|A0A8R2B577
OG0005295		apis|A0A8R1W4R9
OG0005296		apis|A0A8R2NTW8
OG0005297		apis|C4WTG4
OG0005298		apis|A0A8R1W3H3
OG0005299		apis|A0A8R1W5G5
OG0005300		apis|A0A8R2D7J3
OG0005301		apis|A0A8R1W4A4
OG0005302		apis|A0A8R2B707
OG0005303		apis|A0A8R1X1S4
OG0005304		apis|A0A8R2F996
OG0005305		apis|A0A8R1VYT2
OG0005306		apis|A0A8R2JRI9
OG0005307		apis|A0A8R2A6X0
OG0005308		apis|A0A8R2D860
OG0005309		apis|A0A8R2HA94
OG0005310		apis|A0A8R2A8W2
OG0005311		apis|A0A8R1W7C9
OG0005312		apis|A0A8R2A3U1
OG0005313		apis|A0A8R2JTB9
OG0005314		apis|A0A8R2JL32
OG0005315		apis|A0A8R1W323
OG0005316		apis|A0A8R2A3A5
OG0005317		apis|A0A8R2BAM6
OG0005318		apis|A0A8R1VZY7
OG0005319		apis|A0A8R2F8M4
OG0005320		apis|C4WUA3
OG0005321		apis|A0A8R1W193
OG0005322		apis|A0A8R2FDN0
OG0005323		apis|A0A8R2NRC9
OG0005324		apis|A0A8R2A5A7
OG0005325		apis|A0A8R2JVW0
OG0005326		apis|C4WWR7
OG0005327		apis|C4WWF6
OG0005328		apis|C4WTZ1
OG0005329		apis|A0A8R2A3W7
OG0005330		apis|A0A8R2JUC8
OG0005331		apis|A0A8R2A9U7
OG0005332		apis|A0A8R2D7P9
OG0005333		apis|A0A8R1W2B2
OG0005334		apis|A0A8R2H919
OG0005335		apis|A0A8R2F7F1
OG0005336		apis|A0A8R2A3E7
OG0005337		apis|A0A8R1W4G7
OG0005338		apis|C4WUL3
OG0005339		apis|A0A8R2FEK3
OG0005340		apis|A0A8R2D8J6
OG0005341		apis|A0A8R1W3Y8
OG0005342		apis|A0A8R2HB53
OG0005343		apis|A0A8R1W6K6
OG0005344		apis|A0A8R2D6W4
OG0005345		apis|A0A8R2JR79
OG0005346		apis|A0A8R1X3Q8
OG0005347		apis|C4WYF4
OG0005348		apis|A0A8R2B8J6
OG0005349		apis|A0A8R2D794
OG0005350		apis|A0A8R2JLH5
OG0005351		apis|A0A8R2NNE9
OG0005352		apis|A0A8R1W4G8
OG0005353		apis|A0A8R2NNM7
OG0005354		apis|A0A8R2H977
OG0005355		apis|A0A8R2B6V4
OG0005356		apis|A0A8R1W278
OG0005357		apis|A0A8R1W1S0
OG0005358		apis|A0A8R2A719
OG0005359		apis|A0A8R2JT57
OG0005360		apis|A0A8R2F6U5
OG0005361		apis|A0A8R1W169
OG0005362		apis|A0A8R1W208
OG0005363		apis|A0A8R2A9S6
OG0005364		apis|A0A8R2FD76
OG0005365		apis|A0A8R2NPZ7
OG0005366		apis|A0A8R2NJD2
OG0005367		apis|A0A8R2F867
OG0005368		apis|A0A8R2A0A7
OG0005369		apis|C4WXI1
OG0005370		apis|A0A8R2JKR7
OG0005371		apis|C4WW68
OG0005372		apis|A0A8R2A103
OG0005373		apis|A0A8R2NQC1
OG0005374		apis|A0A8R2A0G8
OG0005375		apis|A0A8R2D1W5
OG0005376		apis|C4WUN7
OG0005377		apis|A0A8R2NTJ6
OG0005378		apis|A0A8R2AD21
OG0005379		apis|A0A8R2F861
OG0005380		apis|A0A8R2NWD4
OG0005381		apis|A0A8R2A1E1
OG0005382		apis|A0A8R2NTA3
OG0005383		apis|A0A8R1W8I5
OG0005384		apis|A0A8R2JNH2
OG0005385		apis|A0A8R1VZ84
OG0005386		apis|Q201Y7
OG0005387		apis|A0A8R2D3B8
OG0005388		apis|A0A8R2BAU7
OG0005389		apis|A0A8R1VYW2
OG0005390		apis|A0A8R2NSG3
OG0005391		apis|A0A8R2ACV9
OG0005392		apis|A0A8R2D5I0
OG0005393		apis|A0A8R2H3U7
OG0005394		apis|A0A8R2A5Y5
OG0005395		apis|A0A8R2JU39
OG0005396		apis|A0A8R2A6U9
OG0005397		apis|A0A8R2NQF4
OG0005398		apis|A0A8R2D4K4
OG0005399		apis|A0A8R2NMQ7
OG0005400		apis|A0A8R1W505
OG0005401		apis|A0A8R2FBJ6
OG0005402		apis|A0A8R2A3S2
OG0005403		apis|A0A8R2B8W1
OG0005404		apis|A0A8R1W5R6
OG0005405		apis|A0A8R2A972
OG0005406		apis|A0A8R2B9E3
OG0005407		apis|A0A8R1W0V4
OG0005408		apis|A0A8R2H3L2
OG0005409		apis|A0A8R2JQ65
OG0005410		apis|A0A8R2A6A4
OG0005411		apis|A0A8R1W2P4
OG0005412		apis|A0A8R2JR51
OG0005413		apis|A0A8R2FCU3
OG0005414		apis|A0A8R2A844
OG0005415		apis|A0A8R2AGE8
OG0005416		apis|A0A8R2H9I6
OG0005417		apis|A0A8R2A9K5
OG0005418		apis|C4WV16
OG0005419		apis|A0A8R2NP90
OG0005420		apis|A0A8R2B5R3
OG0005421		apis|A0A8R1W5I0
OG0005422		apis|A0A8R2D4F9
OG0005423		apis|A0A8R2JWI6
OG0005424		apis|A0A8R2A529
OG0005425		apis|A0A8R2A4I3
OG0005426		apis|A0A8R1WCF1
OG0005427		apis|A0A8R2A1L3
OG0005428		apis|A0A8R2A5G0
OG0005429		apis|A0A8R1W5M9
OG0005430		apis|A0A8R1W5F9
OG0005431		apis|A0A8R2H3N7
OG0005432		apis|A0A8R1W222
OG0005433		apis|C4WXQ7
OG0005434		apis|A0A8R2FCT9
OG0005435		apis|A0A8R2FA27
OG0005436		apis|A0A8R2NTR4
OG0005437		apis|A0A8R1W0Z7
OG0005438		apis|A0A8R1W6L6
OG0005439		apis|A0A8R2H695
OG0005440		apis|A0A8R2D290
OG0005441		apis|C4WUR1
OG0005442		apis|A0A8R2BAP9
OG0005443		apis|C4WUD5
OG0005444		apis|A0A8R2NJG4
OG0005445		apis|A0A8R2D7V3
OG0005446		apis|A0A8R2NNW4
OG0005447		apis|A0A8R2D278
OG0005448		apis|A0A8R2AF97
OG0005449		apis|C4WWK6
OG0005450		apis|A0A8R2B2Y5
OG0005451		apis|A0A8R1W6R6
OG0005452		apis|A0A8R2A0S1
OG0005453		apis|C4WRW2
OG0005454		apis|C4WY98
OG0005455		apis|C4WV90
OG0005456		apis|C4WWV3
OG0005457		apis|A0A8R1W0P6
OG0005458		apis|C4WTT5
OG0005459		apis|A0A8R1WZ06
OG0005460		apis|A0A8R2A3T2
OG0005461		apis|A0A8R2NU49
OG0005462		apis|A0A8R1W229
OG0005463		apis|A0A8R1W746
OG0005464		apis|A0A8R2AAN5
OG0005465		apis|A0A8R2B3K7
OG0005466		apis|A0A8R2A4N8
OG0005467		apis|A0A8R2B4C4
OG0005468		apis|A0A8R2JSD4
OG0005469		apis|C4WT94
OG0005470		apis|A0A8R2D2Q6
OG0005471		apis|A0A8R2H914
OG0005472		apis|A0A8R2D7R0
OG0005473		apis|A0A8R2HAA9
OG0005474		apis|C4WU65
OG0005475		apis|C4WSA4
OG0005476		apis|A0A8R2AB90
OG0005477		apis|A0A8R2H7R2
OG0005478		apis|A0A8R2NMR7
OG0005479		apis|A0A8R2JSV0
OG0005480		apis|A0A8R2HCG6
OG0005481		apis|C4WW04
OG0005482		apis|A0A8R2A3J2
OG0005483		apis|A0A8R2NV65
OG0005484		apis|A0A8R2H765
OG0005485		apis|A0A8R2AAH7
OG0005486		apis|C4WWC9
OG0005487		apis|A0A8R2B8T4
OG0005488		apis|A0A8R2A4B6
OG0005489		apis|C4WVR0
OG0005490		apis|A0A8R2A673
OG0005491		apis|A0A8R1W0Y9
OG0005492		apis|A0A8R2NR89
OG0005493		apis|A0A8R2B1V0
OG0005494		apis|A0A8R2D1X0
OG0005495		apis|A0A8R1W684
OG0005496		apis|A0A8R2NMZ3
OG0005497		apis|A0A8R1WYU2
OG0005498		apis|A0A8R1W749
OG0005499		apis|A0A8R2NUC4
OG0005500		apis|A0A8R2A8J2
OG0005501		apis|A0A8R2B533
OG0005502		apis|A0A8R2AAZ1
OG0005503		apis|A0A8R2B208
OG0005504		apis|C4WS42
OG0005505		apis|C4WXN5
OG0005506		apis|C4WVL2
OG0005507		apis|A0A8R1TCC0
OG0005508		apis|A0A8R2A4G2
OG0005509		apis|C4WS73
OG0005510		apis|A0A8R2NS66
OG0005511		apis|A0A8R1W0N9
OG0005512		apis|A0A8R2ADR9
OG0005513		apis|A0A8R2NQ74
OG0005514		apis|A0A8R2F7C5
OG0005515		apis|A0A8R1W8Q3
OG0005516		apis|A0A8R2A603
OG0005517		apis|A0A8R2AF87
OG0005518		apis|A0A8R2A341
OG0005519		apis|A0A8R2JNI8
OG0005520		apis|A0A8R2B5F7
OG0005521		apis|A0A8R2NP76
OG0005522		apis|A0A8R2FCB4
OG0005523		apis|A0A8R2AEB3
OG0005524		apis|C4WUB5
OG0005525		apis|A0A8R2JQ40
OG0005526		apis|A0A8R2A653
OG0005527		apis|A0A8R2AGG3
OG0005528		apis|A0A8R1X1G1
OG0005529		apis|A0A8R1W141
OG0005530		apis|C4WVP9
OG0005531		apis|A0A8R2D7Q3
OG0005532		apis|A0A8R2JMJ6
OG0005533		apis|A0A8R2JSI2
OG0005534		apis|A0A8R2A7A3
OG0005535		apis|A0A8R1W407
OG0005536		apis|A0A8R2A411
OG0005537		apis|A0A8R2H5M1
OG0005538		apis|C4WX78
OG0005539		apis|A0A8R2NTC5
OG0005540		apis|A0A8R2A6I9
OG0005541		apis|A0A8R1W6D7
OG0005542		apis|C4WVY0
OG0005543		apis|A0A8R2F6P4
OG0005544		apis|A0A8R2JMX8
OG0005545		apis|A0A8R2FES5
OG0005546		apis|A0A8R2A0C2
OG0005547		apis|J9LY60
OG0005548		apis|A0A8R2D6T8
OG0005549		apis|A0A8R2D656
OG0005550		apis|A0A8R2B7F7
OG0005551		apis|A0A8R2A123
OG0005552		apis|A0A8R2D6B4
OG0005553		apis|A0A8R1W7Q7
OG0005554		apis|A0A8R2BB16
OG0005555		apis|A0A8R1W955
OG0005556		apis|A0A8R2FCL1
OG0005557		apis|A0A8R2D2L1
OG0005558		apis|A0A8R2FEP4
OG0005559		apis|A0A8R1W1N4
OG0005560		apis|A0A8R2B2X0
OG0005561		apis|A0A8R2JN06
OG0005562		apis|A0A8R2JLQ8
OG0005563		apis|A0A8R1VYI7
OG0005564		apis|A0A8R2ABE2
OG0005565		apis|A0A8R2NNX4
OG0005566		apis|A0A8R1W163
OG0005567		apis|C4WYF1
OG0005568		apis|C4WTK0
OG0005569		apis|A0A8R2A981
OG0005570		apis|A0A8R1VYV4
OG0005571		apis|C4WVV4
OG0005572		apis|C4WYE1
OG0005573		apis|A0A8R1W5T0
OG0005574		apis|A0A8R2D1X8
OG0005575		apis|A0A8R1VYP6
OG0005576		apis|A0A8R2NR69
OG0005577		apis|C4WSR6
OG0005578		apis|A0A8R1W333
OG0005579		apis|A0A8R2D1L7
OG0005580		apis|A0A8R2B641
OG0005581		apis|A0A8R2NLY2
OG0005582		apis|A0A8R1X1T0
OG0005583		apis|A0A8R2D8H1
OG0005584		apis|C4WW73
OG0005585		apis|A0A8R2AFE4
OG0005586		apis|A0A8R1W7I5
OG0005587		apis|A0A8R2NJW3
OG0005588		apis|C4WV72
OG0005589		apis|A0A8R2JN37
OG0005590		apis|C4WU59
OG0005591		apis|C4WWX2
OG0005592		apis|A0A8R2H7M0
OG0005593		apis|A0A8R2D4S2
OG0005594		apis|C4WV65
OG0005595		apis|A0A8R2D7E5
OG0005596		apis|A0A8R2A1N3
OG0005597		apis|A0A8R2FBQ2
OG0005598		apis|A0A8R2FDJ6
OG0005599		apis|A0A8R1W4T9
OG0005600		apis|A0A8R1W1F2
OG0005601		apis|A0A8R1W402
OG0005602		apis|H2EUU6
OG0005603		apis|A0A8R1W1F6
OG0005604		apis|J9JZ80
OG0005605		apis|A0A8R2H9B1
